"","height","lenght","area","eccen","p_black","p_and","mean_tr","blackpix","blackand","wb_trans","Output"
"4803",8,242,1936,30.25,0.171,0.409,1.45,331,792,228,"1"
"4804",8,192,1536,24,0.207,0.579,1.57,318,889,203,"1"
"4805",7,98,686,14,0.207,0.491,1.42,142,337,100,"1"
"4806",17,22,374,1.294,0.425,0.765,4.68,159,286,34,"1"
"4807",8,152,1216,19,0.27,0.623,2,328,757,164,"1"
"4808",17,11,187,0.647,0.326,0.433,10.17,61,81,6,"1"
"4809",17,11,187,0.647,0.417,0.647,9.75,78,121,8,"1"
"4810",10,141,1410,14.1,0.236,0.645,2.25,333,910,148,"1"
"4811",6,46,276,7.667,0.322,0.877,1.48,89,242,60,"1"
"4812",8,229,1832,28.625,0.168,0.484,1.57,308,887,196,"1"
"4813",8,113,904,14.125,0.21,0.759,1.41,190,686,135,"1"
"4814",5,69,345,13.8,0.249,0.632,1.51,86,218,57,"1"
"4815",5,34,170,6.8,0.141,0.594,1.26,24,101,19,"1"
"4816",5,58,290,11.6,0.2,0.745,1.41,58,216,41,"1"
"4817",5,36,180,7.2,0.211,0.789,1.52,38,142,25,"1"
"4818",5,46,230,9.2,0.174,0.804,1.43,40,185,28,"1"
"4819",7,135,945,19.286,0.156,0.753,1.23,147,712,120,"1"
"4820",5,118,590,23.6,0.154,0.497,1.44,91,293,63,"1"
"4821",3,5,15,1.667,0.533,0.8,4,8,12,2,"1"
"4822",7,145,1015,20.714,0.207,0.658,1.5,210,668,140,"1"
"4823",7,91,637,13,0.163,0.535,1.46,104,341,71,"1"
"4824",5,177,885,35.4,0.226,0.498,1.71,200,441,117,"1"
"4825",17,22,374,1.294,0.321,0.406,8.57,120,152,14,"1"
"4826",9,150,1350,16.667,0.237,0.579,1.75,320,782,183,"1"
"4827",17,24,408,1.412,0.4,0.838,4.79,163,342,34,"1"
"4828",8,117,936,14.625,0.173,0.642,1.3,162,601,125,"1"
"4829",19,130,2470,6.842,0.208,0.65,1.93,514,1606,267,"1"
"4830",7,239,1673,34.143,0.16,0.476,1.51,268,797,177,"1"
"4831",7,110,770,15.714,0.174,0.447,1.25,134,344,107,"1"
"4832",6,21,126,3.5,0.198,0.444,1.67,25,56,15,"4"
"4833",6,47,282,7.833,0.177,0.45,1.61,50,127,31,"1"
"4834",4,25,100,6.25,0.28,0.71,1.33,28,71,21,"1"
"4835",6,104,624,17.333,0.234,0.862,1.32,146,538,111,"1"
"4836",4,31,124,7.75,0.419,0.944,1.58,52,117,33,"1"
"4837",7,192,1344,27.429,0.136,0.385,1.36,183,518,135,"1"
"4838",7,162,1134,23.143,0.096,0.235,1.49,109,266,73,"1"
"4839",8,208,1664,26,0.194,0.491,1.65,323,817,196,"1"
"4840",17,22,374,1.294,0.409,0.757,4.5,153,283,34,"1"
"4841",10,189,1890,18.9,0.263,0.515,2.34,498,973,213,"1"
"4842",5,92,460,18.4,0.287,0.604,1.38,132,278,96,"1"
"4843",7,111,777,15.857,0.254,0.883,1.5,197,686,131,"1"
"4844",18,24,432,1.333,0.454,0.75,5.76,196,324,34,"1"
"4845",8,231,1848,28.875,0.21,0.543,1.65,389,1003,236,"1"
"4846",18,185,3330,10.278,0.163,0.358,2.39,544,1193,228,"1"
"4847",8,242,1936,30.25,0.232,0.611,1.72,450,1183,262,"1"
"4848",7,48,336,6.857,0.298,0.613,1.67,100,206,60,"1"
"4849",6,60,360,10,0.292,0.822,1.57,105,296,67,"1"
"4850",7,211,1477,30.143,0.257,0.653,1.7,380,965,223,"1"
"4851",5,17,85,3.4,0.376,0.741,2.91,32,63,11,"1"
"4852",197,198,39006,1.005,0.273,0.332,46.93,10654,12964,227,"5"
"4853",7,223,1561,31.857,0.205,0.664,1.4,320,1036,229,"1"
"4854",7,67,469,9.571,0.258,0.548,1.7,121,257,71,"1"
"4855",23,249,5727,10.826,0.77,0.958,16.33,4409,5488,270,"1"
"4856",17,23,391,1.353,0.373,0.621,10.43,146,243,14,"1"
"4857",9,169,1521,18.778,0.26,0.619,1.82,396,942,217,"1"
"4858",9,100,900,11.111,0.247,0.637,1.83,222,573,121,"1"
"4859",6,71,426,11.833,0.329,0.958,1.57,140,408,89,"1"
"4860",8,210,1680,26.25,0.178,0.483,1.44,299,811,208,"1"
"4861",4,44,176,11,0.267,0.614,1.81,47,108,26,"1"
"4862",7,97,679,13.857,0.196,0.461,1.68,133,313,79,"1"
"4863",5,107,535,21.4,0.247,0.91,1.43,132,487,92,"1"
"4864",17,34,578,2,0.123,0.156,17.75,71,90,4,"1"
"4865",19,201,3819,10.579,0.238,0.567,2.07,909,2164,439,"1"
"4866",7,213,1491,30.429,0.235,0.746,1.5,351,1112,234,"1"
"4867",6,28,168,4.667,0.327,0.589,2.12,55,99,26,"1"
"4868",7,98,686,14,0.254,0.608,1.53,174,417,114,"1"
"4869",7,133,931,19,0.211,0.559,1.75,196,520,112,"1"
"4870",7,72,504,10.286,0.236,0.651,1.7,119,328,70,"1"
"4871",79,159,12561,2.013,0.319,0.368,51.4,4009,4623,78,"1"
"4872",77,245,18865,3.182,0.445,0.523,32.67,8396,9871,257,"1"
"4873",74,183,13542,2.473,0.544,0.612,127,7366,8289,58,"1"
"4874",3,541,1623,180.33,0.71,0.747,88.62,1152,1213,13,"2"
"4875",9,153,1377,17,0.304,0.848,2.06,419,1168,203,"1"
"4876",10,58,580,5.8,0.402,0.893,2.81,233,518,83,"1"
"4877",84,1,84,0.012,1,1,84,84,84,1,"4"
"4878",14,192,2688,13.714,0.234,0.589,2.28,628,1584,275,"1"
"4879",16,12,192,0.75,0.526,0.833,7.21,101,160,14,"1"
"4880",14,284,3976,20.286,0.236,0.698,2.24,938,2777,419,"1"
"4881",9,225,2025,25,0.198,0.741,1.41,400,1501,283,"1"
"4882",10,325,3250,32.5,0.215,0.692,1.51,700,2248,463,"1"
"4883",9,333,2997,37,0.237,0.671,1.57,711,2011,452,"1"
"4884",9,197,1773,21.889,0.274,0.699,1.74,485,1240,278,"1"
"4885",9,58,522,6.444,0.351,0.669,2.29,183,349,80,"1"
"4886",13,323,4199,24.846,0.256,0.557,2.4,1076,2340,449,"1"
"4887",17,24,408,1.412,0.36,0.708,5.88,147,289,25,"1"
"4888",7,37,259,5.286,0.521,0.954,3.14,135,247,43,"1"
"4889",9,184,1656,20.444,0.214,0.798,1.46,354,1322,242,"1"
"4890",9,44,396,4.889,0.341,0.677,2.55,135,268,53,"1"
"4891",10,330,3300,33,0.207,0.671,1.61,684,2215,425,"1"
"4892",9,33,297,3.667,0.34,0.677,2.53,101,201,40,"1"
"4893",10,292,2920,29.2,0.203,0.649,1.5,594,1896,397,"1"
"4894",7,50,350,7.143,0.266,0.74,1.45,93,259,64,"1"
"4895",117,1,117,0.009,1,1,117,117,117,1,"4"
"4896",4,93,372,23.25,0.312,0.763,1.66,116,284,70,"1"
"4897",6,94,564,15.667,0.184,0.934,1.32,104,527,79,"1"
"4898",13,284,3692,21.846,0.205,0.553,1.87,758,2040,405,"1"
"4899",6,94,564,15.667,0.188,0.874,1.63,106,493,65,"1"
"4900",16,24,384,1.5,0.393,0.935,4.72,151,359,32,"1"
"4901",5,94,470,18.8,0.234,0.845,1.39,110,397,79,"1"
"4902",12,167,2004,13.917,0.225,0.752,1.93,451,1507,234,"1"
"4903",5,94,470,18.8,0.183,0.798,1.62,86,375,53,"1"
"4904",4,95,380,23.75,0.311,0.979,1.51,118,372,78,"1"
"4905",7,61,427,8.714,0.241,0.794,1.47,103,339,70,"1"
"4906",6,95,570,15.833,0.209,0.667,1.63,119,380,73,"1"
"4907",6,93,558,15.5,0.238,0.711,1.71,133,397,78,"1"
"4908",10,288,2880,28.8,0.191,0.564,1.5,549,1624,365,"1"
"4909",5,93,465,18.6,0.351,1,1.66,163,465,98,"1"
"4910",1,18,18,18,0.389,1,3.5,7,18,2,"1"
"4911",10,323,3230,32.3,0.198,0.676,1.38,641,2183,465,"1"
"4912",5,95,475,19,0.255,0.787,1.73,121,374,70,"1"
"4913",6,97,582,16.167,0.232,0.852,1.55,135,496,87,"1"
"4914",10,293,2930,29.3,0.207,0.596,1.53,606,1746,397,"1"
"4915",5,96,480,19.2,0.342,0.738,2.13,164,354,77,"1"
"4916",6,96,576,16,0.309,0.925,1.73,178,533,103,"1"
"4917",6,96,576,16,0.335,0.703,2.44,193,405,79,"1"
"4918",6,96,576,16,0.259,0.74,1.69,149,426,88,"1"
"4919",17,24,408,1.412,0.407,0.809,4.88,166,330,34,"1"
"4920",13,239,3107,18.385,0.239,0.615,2.16,742,1912,343,"1"
"4921",5,63,315,12.6,0.368,0.927,2,116,292,58,"1"
"4922",8,298,2384,37.25,0.242,0.791,1.5,576,1886,383,"1"
"4923",6,96,576,16,0.319,0.703,2.3,184,405,80,"1"
"4924",5,96,480,19.2,0.404,0.817,2.77,194,392,70,"1"
"4925",7,56,392,8,0.329,0.791,1.65,129,310,78,"1"
"4926",5,94,470,18.8,0.277,0.945,1.63,130,444,80,"1"
"4927",10,330,3300,33,0.225,0.771,1.44,744,2545,518,"1"
"4928",6,96,576,16,0.309,0.644,2.44,178,371,73,"1"
"4929",6,95,570,15.833,0.274,0.784,1.97,156,447,79,"1"
"4930",10,319,3190,31.9,0.239,0.674,1.67,764,2149,458,"1"
"4931",6,96,576,16,0.297,0.811,2.25,171,467,76,"1"
"4932",5,82,410,16.4,0.361,0.802,2.11,148,329,70,"1"
"4933",6,96,576,16,0.351,0.755,2.43,202,435,83,"1"
"4934",16,24,384,1.5,0.411,0.872,4.51,158,335,35,"1"
"4935",9,285,2565,31.667,0.338,0.765,2.42,866,1961,358,"1"
"4936",6,96,576,16,0.267,0.939,1.51,154,541,102,"1"
"4937",6,96,576,16,0.302,0.795,2.2,174,458,79,"1"
"4938",136,1,136,0.007,0.993,1,135,135,136,1,"4"
"4939",9,305,2745,33.889,0.191,0.73,1.4,525,2003,375,"1"
"4940",6,96,576,16,0.26,0.856,1.53,150,493,98,"1"
"4941",5,94,470,18.8,0.313,0.751,1.91,147,353,77,"1"
"4942",7,19,133,2.714,0.286,0.632,1.65,38,84,23,"1"
"4943",6,95,570,15.833,0.256,0.768,1.78,146,438,82,"1"
"4944",9,331,2979,36.778,0.222,0.69,1.57,661,2056,421,"1"
"4945",6,95,570,15.833,0.226,0.933,1.45,129,532,89,"1"
"4946",6,96,576,16,0.234,0.668,2.01,135,385,67,"1"
"4947",10,282,2820,28.2,0.191,0.701,1.43,540,1977,378,"1"
"4948",6,97,582,16.167,0.235,0.703,1.71,137,409,80,"1"
"4949",9,183,1647,20.333,0.218,0.6,1.42,359,989,252,"1"
"4950",6,97,582,16.167,0.282,0.794,1.84,164,462,89,"1"
"4951",6,97,582,16.167,0.266,0.72,1.82,155,419,85,"1"
"4952",6,93,558,15.5,0.276,0.962,1.52,154,537,101,"1"
"4953",6,94,564,15.667,0.287,0.713,2.45,162,402,66,"1"
"4954",7,97,679,13.857,0.211,0.791,1.51,143,537,95,"1"
"4955",16,24,384,1.5,0.44,0.948,5.28,169,364,32,"1"
"4956",12,91,1092,7.583,0.281,0.59,2.46,307,644,125,"1"
"4957",5,97,485,19.4,0.334,0.831,1.98,162,403,82,"1"
"4958",6,97,582,16.167,0.299,0.701,1.85,174,408,94,"1"
"4959",13,242,3146,18.615,0.231,0.614,2.33,726,1932,312,"1"
"4960",4,96,384,24,0.417,0.753,2.19,160,289,73,"1"
"4961",6,96,576,16,0.198,0.668,1.61,114,385,71,"1"
"4962",7,140,980,20,0.253,0.886,1.49,248,868,167,"1"
"4963",6,96,576,16,0.262,0.842,1.51,151,485,100,"1"
"4964",10,303,3030,30.3,0.179,0.669,1.32,543,2028,410,"1"
"4965",5,96,480,19.2,0.323,0.838,1.78,155,402,87,"1"
"4966",6,96,576,16,0.217,0.797,1.45,125,459,86,"1"
"4967",10,284,2840,28.4,0.202,0.709,1.43,575,2013,402,"1"
"4968",4,69,276,17.25,0.377,0.96,1.82,104,265,57,"1"
"4969",9,80,720,8.889,0.231,0.694,1.54,166,500,108,"1"
"4970",5,96,480,19.2,0.329,0.717,2.14,158,344,74,"1"
"4971",6,96,576,16,0.274,0.901,1.58,158,519,100,"1"
"4972",6,96,576,16,0.318,0.575,3,183,331,61,"1"
"4973",5,99,495,19.8,0.303,0.739,1.92,150,366,78,"1"
"4974",6,96,576,16,0.293,0.724,2.09,169,417,81,"1"
"4975",4,96,384,24,0.479,0.878,2.56,184,337,72,"1"
"4976",37,1,37,0.027,1,1,37,37,37,1,"4"
"4977",6,94,564,15.667,0.326,0.862,2.02,184,486,91,"1"
"4978",16,92,1472,5.75,0.245,0.522,3.61,361,769,100,"1"
"4979",6,39,234,6.5,0.342,0.936,2.05,80,219,39,"1"
"4980",5,39,195,7.8,0.395,0.826,3.67,77,161,21,"1"
"4981",5,39,195,7.8,0.436,0.656,3.54,85,128,24,"1"
"4982",160,286,45760,1.788,0.201,0.226,55.42,9199,10347,166,"5"
"4983",91,285,25935,3.132,0.158,0.165,113.89,4100,4287,36,"5"
"4984",64,73,4672,1.141,0.403,0.445,72.38,1882,2077,26,"3"
"4985",63,66,4158,1.048,0.491,0.591,44.37,2041,2458,46,"3"
"4986",65,50,3250,0.769,0.454,0.487,245.83,1475,1582,6,"3"
"4987",63,79,4977,1.254,0.338,0.345,186.78,1681,1718,9,"3"
"4988",32,1,32,0.031,1,1,32,32,32,1,"4"
"4989",4,108,432,27,0.778,0.826,56,336,357,6,"2"
"4990",11,32,352,2.909,0.264,0.5,3.1,93,176,30,"1"
"4991",9,18,162,2,0.395,0.759,2.78,64,123,23,"1"
"4992",9,9,81,1,0.321,0.395,13,26,32,2,"1"
"4993",11,57,627,5.182,0.343,0.678,2.95,215,425,73,"1"
"4994",1,20,20,20,0.75,1,3,15,20,5,"2"
"4995",11,252,2772,22.909,0.092,0.095,63.75,255,262,4,"2"
"4996",7,31,217,4.429,0.382,0.811,1.84,83,176,45,"1"
"4997",9,38,342,4.222,0.377,0.731,2.74,129,250,47,"1"
"4998",430,5,2150,0.012,0.216,0.221,46.5,465,475,10,"4"
"4999",9,151,1359,16.778,0.185,0.566,1.39,251,769,181,"1"
"5000",10,88,880,8.8,0.248,0.49,2.16,218,431,101,"1"
"5001",9,160,1440,17.778,0.215,0.8,1.58,310,1152,196,"1"
"5002",7,92,644,13.143,0.292,0.907,1.54,188,584,122,"1"
"5003",9,127,1143,14.111,0.213,0.679,1.58,243,776,154,"1"
"5004",10,1,10,0.1,0.9,1,9,9,10,1,"4"
"5005",8,75,600,9.375,0.228,0.662,1.37,137,397,100,"1"
"5006",7,119,833,17,0.285,0.872,1.5,237,726,158,"1"
"5007",7,4,28,0.571,0.429,0.714,2.4,12,20,5,"1"
"5008",1,41,41,41,0.39,1,1.07,16,41,15,"1"
"5009",1,40,40,40,0.4,1,1.07,16,40,15,"1"
"5010",1,42,42,42,0.405,1,1.06,17,42,16,"1"
"5011",9,59,531,6.556,0.237,0.802,1.56,126,426,81,"1"
"5012",8,1,8,0.125,1,1,8,8,8,1,"4"
"5013",6,17,102,2.833,0.245,0.804,1.39,25,82,18,"1"
"5014",8,120,960,15,0.25,0.748,1.66,240,718,145,"1"
"5015",7,59,413,8.429,0.462,1,2.33,191,413,82,"1"
"5016",7,125,875,17.857,0.29,0.735,1.59,254,643,160,"1"
"5017",9,111,999,12.333,0.209,0.571,1.57,209,570,133,"1"
"5018",7,164,1148,23.429,0.281,0.838,1.6,323,962,202,"1"
"5019",7,8,56,1.143,0.393,0.75,2,22,42,11,"1"
"5020",1,40,40,40,0.4,1,1.07,16,40,15,"1"
"5021",1,35,35,35,0.429,1,1.07,15,35,14,"1"
"5022",7,31,217,4.429,0.336,0.834,1.52,73,181,48,"1"
"5023",9,211,1899,23.444,0.219,0.707,1.48,416,1343,282,"1"
"5024",9,93,837,10.333,0.229,0.734,1.57,192,614,122,"1"
"5025",8,129,1032,16.125,0.232,0.823,1.46,239,849,164,"1"
"5026",6,7,42,1.167,0.333,0.952,1.4,14,40,10,"1"
"5027",7,12,84,1.714,0.226,0.607,2.38,19,51,8,"1"
"5028",9,88,792,9.778,0.263,0.726,1.59,208,575,131,"1"
"5029",1,33,33,33,0.364,1,1.09,12,33,11,"1"
"5030",1,63,63,63,0.952,1,20,60,63,3,"2"
"5031",8,48,384,6,0.396,0.924,2.03,152,355,75,"1"
"5032",7,38,266,5.429,0.41,0.91,1.82,109,242,60,"1"
"5033",7,36,252,5.143,0.456,0.98,2.05,115,247,56,"1"
"5034",7,76,532,10.857,0.301,0.859,1.38,160,457,116,"1"
"5035",5,2,10,0.4,0.8,0.8,8,8,8,1,"1"
"5036",7,56,392,8,0.143,0.401,1.56,56,157,36,"1"
"5037",7,105,735,15,0.256,0.705,1.69,188,518,111,"1"
"5038",7,53,371,7.571,0.089,0.245,1.5,33,91,22,"1"
"5039",1,95,95,95,0.379,1,1.03,36,95,35,"1"
"5040",9,75,675,8.333,0.194,0.698,1.46,131,471,90,"1"
"5041",1,76,76,76,0.961,1,36.5,73,76,2,"2"
"5042",8,20,160,2.5,0.263,0.613,2,42,98,21,"1"
"5043",7,31,217,4.429,0.415,0.783,2.31,90,170,39,"1"
"5044",9,98,882,10.889,0.285,0.645,2.06,251,569,122,"1"
"5045",9,102,918,11.333,0.166,0.56,1.58,152,514,96,"1"
"5046",6,21,126,3.5,0.238,0.738,1.58,30,93,19,"1"
"5047",7,12,84,1.714,0.25,0.524,1.75,21,44,12,"1"
"5048",8,69,552,8.625,0.261,0.879,1.47,144,485,98,"1"
"5049",1,102,102,102,0.961,1,24.5,98,102,4,"2"
"5050",8,77,616,9.625,0.232,0.731,1.47,143,450,97,"1"
"5051",8,22,176,2.75,0.438,0.79,2.41,77,139,32,"1"
"5052",7,62,434,8.857,0.272,0.963,1.46,118,418,81,"1"
"5053",6,10,60,1.667,0.183,0.65,1.83,11,39,6,"1"
"5054",6,7,42,1.167,0.333,0.738,2.33,14,31,6,"1"
"5055",5,20,100,4,0.17,0.48,1.55,17,48,11,"1"
"5056",1,91,91,91,0.352,1,1.03,32,91,31,"1"
"5057",1,29,29,29,0.31,1,1.13,9,29,8,"1"
"5058",7,17,119,2.429,0.16,0.739,1.73,19,88,11,"1"
"5059",6,9,54,1.5,0.296,0.796,2,16,43,8,"1"
"5060",5,56,280,11.2,0.121,0.471,1.31,34,132,26,"1"
"5061",4,44,176,11,0.267,0.778,1.42,47,137,33,"1"
"5062",5,128,640,25.6,0.759,0.764,162,486,489,3,"2"
"5063",2,47,94,23.5,0.17,0.511,1.14,16,48,14,"1"
"5064",1,22,22,22,0.318,1,1.17,7,22,6,"1"
"5065",6,31,186,5.167,0.199,0.565,1.85,37,105,20,"1"
"5066",3,8,24,2.667,0.333,0.875,1.33,8,21,6,"1"
"5067",1,47,47,47,0.34,1,1.14,16,47,14,"1"
"5068",9,44,396,4.889,0.412,0.795,2.47,163,315,66,"1"
"5069",6,39,234,6.5,0.226,0.705,1.66,53,165,32,"1"
"5070",7,8,56,1.143,0.214,0.625,1.71,12,35,7,"1"
"5071",9,32,288,3.556,0.417,0.715,3.08,120,206,39,"1"
"5072",6,50,300,8.333,0.24,0.63,1.76,72,189,41,"1"
"5073",7,8,56,1.143,0.304,0.768,1.42,17,43,12,"1"
"5074",1,77,77,77,0.325,1,1.04,25,77,24,"1"
"5075",1,47,47,47,0.426,1,1.05,20,47,19,"1"
"5076",1,42,42,42,0.381,1,1.07,16,42,15,"1"
"5077",7,59,413,8.429,0.242,0.685,1.79,100,283,56,"1"
"5078",6,82,492,13.667,0.104,0.303,1.31,51,149,39,"1"
"5079",5,12,60,2.4,0.2,0.467,1.71,12,28,7,"1"
"5080",5,58,290,11.6,0.09,0.259,1.18,26,75,22,"1"
"5081",9,72,648,8,0.255,0.494,2.01,165,320,82,"1"
"5082",1,45,45,45,0.356,1,1.07,16,45,15,"1"
"5083",16,90,1440,5.625,0.197,0.77,1.39,283,1109,204,"1"
"5084",7,2,14,0.286,0.643,0.714,9,9,10,1,"4"
"5085",5,280,1400,56,0.78,0.786,156,1092,1100,7,"2"
"5086",67,296,19832,4.418,0.088,0.285,1.54,1748,5649,1134,"1"
"5087",8,117,936,14.625,0.201,0.698,1.45,188,653,130,"1"
"5088",7,46,322,6.571,0.416,0.776,2.63,134,250,51,"1"
"5089",8,126,1008,15.75,0.209,0.573,1.45,211,578,146,"1"
"5090",9,55,495,6.111,0.275,0.661,1.92,136,327,71,"1"
"5091",7,158,1106,22.571,0.211,0.552,1.6,233,610,146,"1"
"5092",7,30,210,4.286,0.271,0.871,1.33,57,183,43,"1"
"5093",9,49,441,5.444,0.252,0.739,1.61,111,326,69,"1"
"5094",7,118,826,16.857,0.386,0.869,2.26,319,718,141,"1"
"5095",6,18,108,3,0.343,0.926,1.76,37,100,21,"1"
"5096",6,20,120,3.333,0.317,0.983,1.52,38,118,25,"1"
"5097",7,75,525,10.714,0.263,0.71,1.52,138,373,91,"1"
"5098",8,17,136,2.125,0.228,0.86,1.48,31,117,21,"1"
"5099",16,106,1696,6.625,0.192,0.593,1.49,325,1005,218,"1"
"5100",7,6,42,0.857,0.286,0.857,1.71,12,36,7,"1"
"5101",7,28,196,4,0.286,0.781,1.56,56,153,36,"1"
"5102",8,30,240,3.75,0.242,0.821,1.53,58,197,38,"1"
"5103",7,70,490,10,0.265,0.976,1.4,130,478,93,"1"
"5104",7,31,217,4.429,0.3,0.88,1.97,65,191,33,"1"
"5105",8,54,432,6.75,0.188,0.78,1.53,81,337,53,"1"
"5106",6,15,90,2.5,0.244,0.733,2.2,22,66,10,"1"
"5107",8,180,1440,22.5,0.199,0.724,1.31,286,1043,219,"1"
"5108",7,34,238,4.857,0.223,0.916,1.33,53,218,40,"1"
"5109",7,34,238,4.857,0.252,1,1.43,60,238,42,"1"
"5110",7,65,455,9.286,0.407,0.895,2.18,185,407,85,"1"
"5111",9,98,882,10.889,0.185,0.662,1.58,163,584,103,"1"
"5112",9,138,1242,15.333,0.271,0.609,1.87,336,756,180,"1"
"5113",6,7,42,1.167,0.452,1,2.38,19,42,8,"1"
"5114",6,104,624,17.333,0.099,0.258,2,62,161,31,"1"
"5115",9,261,2349,29,0.183,0.718,1.42,430,1686,302,"1"
"5116",9,98,882,10.889,0.302,0.712,2.03,266,628,131,"1"
"5117",4,253,1012,63.25,0.129,0.66,1.41,131,668,93,"1"
"5118",8,80,640,10,0.197,0.769,1.48,126,492,85,"1"
"5119",8,180,1440,22.5,0.213,0.794,1.39,306,1143,220,"1"
"5120",7,65,455,9.286,0.404,0.925,2.07,184,421,89,"1"
"5121",10,285,2850,28.5,0.175,0.598,1.58,499,1703,315,"1"
"5122",23,92,2116,4,0.145,0.532,1.44,306,1126,212,"1"
"5123",9,222,1998,24.667,0.202,0.711,1.52,403,1421,266,"1"
"5124",7,28,196,4,0.306,0.847,1.58,60,166,38,"1"
"5125",7,26,182,3.714,0.302,0.863,1.9,55,157,29,"1"
"5126",8,32,256,4,0.23,0.613,1.4,59,157,42,"1"
"5127",9,52,468,5.778,0.203,0.626,1.38,95,293,69,"1"
"5128",7,21,147,3,0.286,0.85,1.35,42,125,31,"1"
"5129",5,6,30,1.2,0.233,1,1.4,7,30,5,"1"
"5130",6,13,78,2.167,0.295,0.692,1.53,23,54,15,"1"
"5131",5,19,95,3.8,0.316,0.916,1.5,30,87,20,"1"
"5132",5,16,80,3.2,0.25,0.938,2,20,75,10,"1"
"5133",105,2,210,0.019,0.529,0.533,111,111,112,1,"4"
"5134",6,85,510,14.167,0.239,0.725,1.42,122,370,86,"1"
"5135",5,28,140,5.6,0.307,0.821,1.39,43,115,31,"1"
"5136",7,61,427,8.714,0.321,0.667,1.9,137,285,72,"1"
"5137",5,2,10,0.4,0.7,0.7,7,7,7,1,"4"
"5138",7,18,126,2.571,0.262,0.873,1.94,33,110,17,"1"
"5139",6,59,354,9.833,0.237,0.881,1.38,84,312,61,"1"
"5140",6,45,270,7.5,0.422,0.881,1.73,114,238,66,"1"
"5141",7,27,189,3.857,0.259,0.688,1.44,49,130,34,"1"
"5142",8,24,192,3,0.203,0.568,1.7,39,109,23,"1"
"5143",7,22,154,3.143,0.097,0.403,1.36,15,62,11,"1"
"5144",71,34,2414,0.479,0.094,0.273,1.91,227,659,119,"1"
"5145",5,42,210,8.4,0.257,0.838,1.46,54,176,37,"1"
"5146",5,6,30,1.2,0.4,0.867,2,12,26,6,"1"
"5147",5,15,75,3,0.093,0.347,1.4,7,26,5,"1"
"5148",5,11,55,2.2,0.309,0.836,1.7,17,46,10,"1"
"5149",7,35,245,5,0.245,0.804,1.36,60,197,44,"1"
"5150",7,40,280,5.714,0.229,0.682,1.25,64,191,51,"1"
"5151",8,85,680,10.625,0.238,0.687,1.46,162,467,111,"1"
"5152",5,27,135,5.4,0.267,0.622,1.71,36,84,21,"1"
"5153",6,12,72,2,0.319,1,1.53,23,72,15,"1"
"5154",7,15,105,2.143,0.2,0.571,1.5,21,60,14,"1"
"5155",7,14,98,2,0.357,0.939,1.84,35,92,19,"1"
"5156",8,37,296,4.625,0.264,0.676,1.86,78,200,42,"1"
"5157",6,40,240,6.667,0.221,0.621,1.43,53,149,37,"1"
"5158",7,39,273,5.571,0.147,0.48,1.67,40,131,24,"1"
"5159",8,69,552,8.625,0.216,0.643,1.43,119,355,83,"1"
"5160",7,87,609,12.429,0.365,0.856,1.91,222,521,116,"1"
"5161",7,40,280,5.714,0.25,0.832,1.59,70,233,44,"1"
"5162",9,46,414,5.111,0.297,0.833,1.66,123,345,74,"1"
"5163",7,17,119,2.429,0.319,0.933,1.41,38,111,27,"1"
"5164",7,96,672,13.714,0.271,0.688,1.54,182,462,118,"1"
"5165",7,15,105,2.143,0.181,0.61,2.71,19,64,7,"1"
"5166",5,24,120,4.8,0.342,0.808,1.32,41,97,31,"1"
"5167",8,39,312,4.875,0.205,0.712,1.36,64,222,47,"1"
"5168",6,8,48,1.333,0.417,1,2.86,20,48,7,"1"
"5169",8,42,336,5.25,0.259,0.756,1.74,87,254,50,"1"
"5170",5,29,145,5.8,0.276,0.779,1.6,40,113,25,"1"
"5171",7,28,196,4,0.27,0.75,1.36,53,147,39,"1"
"5172",7,10,70,1.429,0.286,0.771,2.22,20,54,9,"1"
"5173",5,6,30,1.2,0.433,1,1.63,13,30,8,"1"
"5174",5,13,65,2.6,0.292,0.892,1.46,19,58,13,"1"
"5175",5,18,90,3.6,0.322,1,1.45,29,90,20,"1"
"5176",5,25,125,5,0.4,0.928,1.52,50,116,33,"1"
"5177",5,39,195,7.8,0.338,0.903,1.35,66,176,49,"1"
"5178",5,7,35,1.4,0.314,0.857,1.83,11,30,6,"1"
"5179",7,108,756,15.429,0.362,0.807,2.11,274,610,130,"1"
"5180",7,34,238,4.857,0.273,0.761,1.48,65,181,44,"1"
"5181",17,110,1870,6.471,0.175,0.603,1.46,328,1128,224,"1"
"5182",9,132,1188,14.667,0.189,0.588,1.54,225,698,146,"1"
"5183",11,427,4697,38.818,0.566,0.57,189.79,2657,2676,14,"2"
"5184",5,110,550,22,0.547,0.556,100.33,301,306,3,"2"
"5185",11,552,6072,50.182,0.816,0.816,4955,4955,4955,1,"2"
"5186",36,186,6696,5.167,0.318,0.654,7.28,2126,4382,292,"1"
"5187",6,7,42,1.167,0.714,0.857,30,30,36,1,"1"
"5188",23,20,460,0.87,0.507,0.672,21.18,233,309,11,"1"
"5189",38,227,8626,5.974,0.304,0.648,7.09,2623,5593,370,"1"
"5190",20,39,780,1.95,0.232,0.585,3.42,181,456,53,"1"
"5191",22,20,440,0.909,0.28,0.57,5.35,123,251,23,"1"
"5192",19,12,228,0.632,0.303,0.439,7.67,69,100,9,"1"
"5193",16,112,1792,7,0.305,0.879,2.72,546,1576,201,"1"
